identifier,wiki_url,wiki_snapshot,english_description,chinese_description
DEFAULT_PT_BOYL,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"A non-flammable gas whose pressure response follows a Boyle-like model. Heating makes it expand and raise pressure, while cooling contracts it. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",按近似波义耳模型响应压力的不可燃气体；受热膨胀并抬高压力，冷却时收缩。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_GEL,https://powdertoy.co.uk/Wiki/W/Elements:Liquids/zh.html,20240528002851,"A sticky liquid that stores absorbed water in tmp, up to full saturation. It absorbs WATR, DSTW, FRZW, salt water, and carbonated water at different rates; saturation changes its colour, lowers stickiness, and raises effective heat transfer. GEL exchanges water with sponge, dries paste into clay dust, and loses water to concentrated BASE. Contact with GLOW produces liquid resist RSST.",一种以 tmp 保存吸水量、最多达到完全饱和的黏性液体。它会以不同速率吸收 WATR、DSTW、FRZW、盐水和碳酸水；含水量上升会使颜色改变、黏性下降并增强实际导热。GEL 可与海绵交换水分，把浆糊脱水成黏土尘，也会被浓碱抽走水分；接触 GLOW 时会生成液态光刻胶 RSST。
DEFAULT_PT_TRON,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"Smart particles, Travels in straight lines and avoids obstacles. Grows with time. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","智能微粒,绝对零度的粒子,会智能躲避障碍随时间流逝尾巴会变长,可用于降温。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_TTAN,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Titanium. Higher melting temperature than most other metals, blocks all air pressure. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","钛,金属固体坚固的材料熔点很高能导电,会吸收中子。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_EXOT,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Exotic matter. Explodes with excess exposure to electrons. Has many other odd reactions. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","奇异物质,在电子的轰击下会发出彩虹色的光并产生压力。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_EMBR,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Sparks. Formed by explosions. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","火花,炸药爆炸产生。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_H2,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"Hydrogen. Combusts with OXYG to make WATR. Undergoes fusion at high temperature and pressure. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","氢气,与氧气燃烧产生水,在高温高压下发生聚变。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_SOAP,https://powdertoy.co.uk/Wiki/W/Elements:Liquids/zh.html,20240528002851,"A dense cleaning liquid that forms linked bubbles when pressure rises above 0.5 or falls below -0.5. It progressively fades decoration colour from nearby particles, adheres to OIL, and cures all three virus phases back into their stored original materials. Bubble chains freeze below 248.15 K and can detach or burst when they hit walls, non-gases, or the end of their life.",一种稠密的清洁液体；压力高于 0.5 或低于 -0.5 时会形成相互连接的肥皂泡。它会逐步洗去邻近粒子的装饰色，黏附在 OIL 上，并把三种病毒相态治愈回各自保存的原物质。泡链低于 248.15 K 时会冻结，碰到墙体、非气体或寿命结束时可能断开或破裂。
DEFAULT_PT_NBHL,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"Black hole, sucks in particles using gravity. (Requires Newtonian gravity). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","黑洞,使用需开启牛顿万有引力,产生引力吸入物质并升温。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_NWHL,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"White hole, pushes away other particles with gravity. (Requires Newtonian gravity). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","白洞,使用需开启牛顿万有引力,产生斥力排斥物质。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_MERC,https://powdertoy.co.uk/Wiki/W/Elements:Liquids/zh.html,20240528002851,"A very heavy conductive liquid that also absorbs neutrons. Its apparent volume changes with temperature by condensing several mercury particles into one at higher temperatures and releasing stored particles again as conditions change. It has no ordinary boiling or freezing transition and does not burn, although destructive elements can still remove it. Its high heat conductivity quickly equalises nearby temperatures.",一种非常沉重、能够导电并吸收中子的液体。它会随温度改变表观体积：温度较高时可把多个水银粒子压入一个粒子保存，条件变化后再释放出来。它没有普通的沸腾或凝固相变，也不会燃烧，但仍可被破坏性元素清除；很高的导热率会迅速均衡周围温度。
DEFAULT_PT_PBCN,https://powdertoy.co.uk/Wiki/W/Elements:Powered_materials/zh.html,20251212130500,"Powered breakable clone. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","可控可破坏复制体,激活时和可破坏复制体相同。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_GPMP,https://powdertoy.co.uk/Wiki/W/Elements:Powered_materials/zh.html,20251212130500,"Gravity pump. Changes gravity to its temp when activated. (use HEAT/COOL). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","引力泵,激活时改变其万有引力为自身温度值。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_CLST,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Clay dust. Produces paste when mixed with water. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","粘土砂,和水结合时产生浆糊(PSTE)。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_WIRE,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"WireWorld wires, conducts based on a set of GOL-like rules. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","WireWorld线,一种基于另一个名为WireWorld游戏的固体导电元素。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_GBMB,https://powdertoy.co.uk/Wiki/W/Elements:Force/zh.html,20251103163404,"Gravity bomb. Sticks to the first object it touches then produces a strong gravity push. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","引力炸弹,黏在接触的第一个物体上,产生强大的引力推力。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_FIGH,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"Fighter. Tries to kill stickmen. You must first give it an element to kill him with. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","打手,电脑控制的小人,会通过喷东西来杀死火柴人。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_FRAY,https://powdertoy.co.uk/Wiki/W/Elements:Force/zh.html,20251103163404,"Force Emitter. Pushes or pulls objects based on its temperature. Use like ARAY. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","F射线发射器,会沿着电流方向寻找物质并施加力(与ARAY的方向判定规则一样)。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_RPEL,https://powdertoy.co.uk/Wiki/W/Elements:Force/zh.html,20251103163404,"Repels or attracts particles based on its temperature. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","反射极,无需通电,和FRAY一样,根据温度来吸引或推开物质。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PPIP,https://powdertoy.co.uk/Wiki/W/Elements:Powered_materials/zh.html,20251212130500,"Powered version of PIPE, use PSCN/NSCN to Activate/Deactivate. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","可控动力管,P型硅激活时运输,用N型硅则会停止运输,用超导线会反方向运输。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_DTEC,https://powdertoy.co.uk/Wiki/W/Elements:Sensors/zh.html,20260516082540,"Detector, creates a spark when something with its ctype is nearby. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","探测器,有相同的物质与之接触时产生电脉冲。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_DMG,https://powdertoy.co.uk/Wiki/W/Elements:Force/zh.html,20251103163404,"A fast damage particle that releases a destructive pressure pulse when it hits matter, breaking vulnerable solids along the impact surface. It is not a gravity bomb. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",高速冲击粒子，撞击物质表面时释放破坏性压力脉冲并击碎脆弱固体；它不是引力炸弹。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_TSNS,https://powdertoy.co.uk/Wiki/W/Elements:Sensors/zh.html,20260516082540,"Temperature sensor, creates a spark when there's a nearby particle with a greater temperature. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","温度传感器,可以用HEAT/COOL来改变自身温度,当周围有温度比它高的物质时会发出电脉冲。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_VIBR,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Vibranium. Stores energy and releases it in violent explosions. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","振金,可以储存能量在猛烈的爆炸中释放出来。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_BVBR,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Broken vibranium. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","振金粉,粉末状的振金。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_CRAY,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"Particle Ray Emitter. Creates a beam of particles set by its ctype, with a range set by tmp. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","物质射线发射器,发射一个由其Ctype设置的粒子束,其范围由Tmp设置。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PSTN,https://powdertoy.co.uk/Wiki/W/Elements:Force/zh.html,20251103163404,"A piston that extends when sparked from PSCN and retracts when sparked from NSCN. FRME can connect a larger face so one piston moves a wider structure. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",由 PSCN 脉冲驱动伸长、由 NSCN 脉冲驱动回缩的活塞。配合 FRME 可连接更大的受力面，让一个活塞推动更宽的结构。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_FRME,https://powdertoy.co.uk/Wiki/W/Elements:Force/zh.html,20251103163404,"Frame, can be used with pistons to push many particles. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","支架,用于增加活塞一次性推动物质的数量。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_GOLD,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Corrosion resistant metal, will reverse corrosion of iron. Excellent conductor. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","金,抗腐蚀(但通电时会受到酸的腐蚀),可以保护铁免受腐蚀。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_TUNG,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"Tungsten. Brittle metal with a very high melting point. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","钨,脆性金属具有很高的熔点,但不耐压。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PSNS,https://powdertoy.co.uk/Wiki/W/Elements:Sensors/zh.html,20260516082540,"Pressure sensor, creates a spark when the pressure is greater than its temperature. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","压力传感器,压力高于其温度时产生火花。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PROT,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Protons. Transfer heat to materials, and remove sparks. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","质子,不能穿透绝缘体,虚空,钻石,振金以及墙会清除碰到电脉冲。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_VIRS,https://powdertoy.co.uk/Wiki/W/Elements:Liquids/zh.html,20240528002851,"A deadly virus liquid that infects most ordinary particles while storing each victim's original type. Temperature selects solid VRSS below 305 K, liquid VIRS in the middle range, or gaseous VRSG above 673 K. Untreated virus eventually disappears, while protons stop that countdown; SOAP starts a cure that spreads through neighbouring virus and restores the stored materials. Diamond, BASE, and energy particles resist infection, while plasma destroys it.",一种致命的病毒液体，会感染大多数普通粒子并保存受害者原来的类型。低于 305 K 时为固态 VRSS，中间温区为液态 VIRS，高于 673 K 时为气态 VRSG。未经处理的病毒最终会消失，质子可停止该倒计时；SOAP 会启动并传播治愈过程，把病毒恢复成已保存的原物质。钻石、BASE 和能量粒子不会被感染，等离子体则能摧毁病毒。
DEFAULT_PT_VRSS,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Solid Virus. Turns everything it touches into virus. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","病毒块,会将其碰触到的所有物质变成VIRS。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_VRSG,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"Gas Virus. Turns everything it touches into virus. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","病毒气,会将其碰触到的所有物质变成VIRS。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_GRVT,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Gravitons. Create Newtonian Gravity. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",引力子，会在周围产生额外的牛顿引力场。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_DRAY,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"A duplicator ray triggered like ARAY. It copies a configured line of particles from the source side to the destination side, with range and spacing controlled by its stored values. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",按 ARAY 方向规则触发的复制射线，会把源侧一段粒子复制到目标侧；复制范围与间隔由其内部参数控制。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_CRMC,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Ceramic. Gets stronger under pressure. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","陶瓷,受压时熔点增加。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_HEAC,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Rapid heat conductor. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","导热体,导热速度比任何其他材料都快。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_SAWD,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Sawdust. Floats on water. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","锯末,轻粉末,可以漂浮在水面上。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_POLO,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Polonium, highly radioactive. Decays into NEUT and heats up. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","钋,高放射性,衰变成NEUT并升温。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_RFRG,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"Refrigerant. Heats up and liquefies under pressure. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","制冷剂,一种淡蓝色气体,在2P或更大压力下液化时加热,反之蒸发时冷却。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_RFGL,https://powdertoy.co.uk/Wiki/W/Element:RFGL.html,20240228102923,"The light-blue liquid phase of refrigerant. It remains liquid only while local pressure is at least 2 and returns to gaseous RFRG below that threshold, preserving the refrigerant cycle's heat-transfer behaviour. It is light, has very low heat conductivity, and is harmful to stickman, so pressure control is the main way to contain and move it as a liquid.",浅蓝色制冷剂的液态相。局部压力至少为 2 时才能保持液态，低于该阈值便回到气态 RFRG，同时保留制冷剂循环的换热行为。它密度较低、导热很慢，并会伤害火柴人，因此压力控制是以液体形态约束和输送它的关键。
DEFAULT_PT_LSNS,https://powdertoy.co.uk/Wiki/W/Elements:Sensors/zh.html,20260516082540,"Life sensor, creates a spark when there's a nearby particle with a life higher than its temperature. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","生命探测器,当其周围元素Life值高于传感器温度时,产生电流。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_LDTC,https://powdertoy.co.uk/Wiki/W/Elements:Sensors/zh.html,20260516082540,"Linear detector. Scans in 8 directions for particles with its ctype and creates a spark on the opposite side. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","线性探测器,从8个方向检测粒子,并在相反方向激发导体。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_SLCN,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Silicon Powder: Sparkling conductive silicon that forms glassy silica when heated in oxygen. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",硅粉：闪亮且导电，置于高温氧气中会形成玻璃态二氧化硅。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
