identifier,display_code,english_name,chinese_name,source_mod,source_id,stable_id,menu_category,element_state,default_enabled,duplicate_of,save_compatibility,implementation_status,test_status,is_duplicate,meson_name,source_file,source_commit,english_description,chinese_description,license,notes,code,zh_name,en_name,module,source,production,uses,hazards,controls,cleanup,status,tests
OMNI_PT_EACT,EACT,Ethyl Acetate,乙酸乙酯,TPT-ZH-OmniPack/original,621,621,SC_LIQUID,liquid,true,,compatible,implemented,runtime-tested,false,EACT,src/simulation/elements/EACT.cpp,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,Ethyl Acetate: Volatile toxic solvent produced by acetic-acid and ethanol esterification.,乙酸乙酯：由乙酸和乙醇进行酯化制得的挥发性有毒溶剂。,GPL-3.0-only,Original bounded esterification and solvent profile.,EACT,乙酸乙酯,Ethyl Acetate,chemistry,TPT-ZH-OmniPack/original,React ACTA with ETHL beside warm CATA or place directly.,Volatile solvent and phase-change experiments.,Toxic flammable vapour forms near its low boiling point.,Remove heat flame and catalyst then ventilate.,Cool and contain the liquid or disperse vapour safely.,implemented,runtime-tested
OMNI_PT_GAAS,GAAS,Gallium Arsenide,砷化镓,TPT-ZH-OmniPack/original,622,622,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,GAAS,src/simulation/elements/GAAS.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Gallium Arsenide: Photoconductive semiconductor made from gallium and arsenic; incoming light can trigger an electrical pulse.,砷化镓：由镓和砷制得的光电半导体，受到光照时会产生电脉冲。,GPL-3.0-only,Original electronic-material implementation.,GAAS,砷化镓,Gallium Arsenide,electronics,TPT-ZH-OmniPack/original,Place directly or combine hot gallium and arsenic beside a catalyst.,Photoconductive switching and compound-semiconductor experiments.,Arsenic-bearing feedstock and molten material are toxic and hot.,"Remove light, current and heat, then isolate the material.",Cool the material or separate unused gallium and arsenic feedstock.,implemented,not_tested
OMNI_PT_GANI,GANI,Gallium Nitride,氮化镓,TPT-ZH-OmniPack/original,623,623,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,GANI,src/simulation/elements/GANI.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Gallium Nitride: Heat-resistant semiconductor that emits blue light when electrically pulsed.,氮化镓：耐热半导体，通入电脉冲时会发出蓝光。,GPL-3.0-only,Original electronic-material implementation.,GANI,氮化镓,Gallium Nitride,electronics,TPT-ZH-OmniPack/original,Place directly or react hot gallium with nitrogen under pressure beside a catalyst.,Blue-light emission and high-temperature semiconductor experiments.,Hot pressurised synthesis and bright discharge require shielding.,"Release pressure, remove current and cool the material.",Allow emitted photons to expire and recover cooled material.,implemented,not_tested
OMNI_PT_FRIT,FRIT,Ferrite,铁氧体,TPT-ZH-OmniPack/original,624,624,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,FRIT,src/simulation/elements/FRIT.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Ferrite: Resistive magnetic ceramic that turns an incoming electrical pulse into heat instead of passing it onward.,铁氧体：高电阻磁性陶瓷，会把输入的电脉冲转化为热量而不继续传递。,GPL-3.0-only,Original electronic-material implementation.,FRIT,铁氧体,Ferrite,electronics,TPT-ZH-OmniPack/original,Place directly or combine iron oxide and zinc oxide beside a hot catalyst.,"Magnetic-core, pulse-loss and resistive-heating experiments.",Repeated pulses can overheat nearby temperature-sensitive material.,Stop the current and provide cooling around the ferrite.,Cool and reuse the ferrite after the pulse source is removed.,implemented,not_tested
OMNI_PT_PMAG,PMAG,Permanent Magnet,永磁材料,TPT-ZH-OmniPack/original,625,625,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,PMAG,src/simulation/elements/PMAG.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Permanent Magnet: Dense magnetic material that bends nearby electrons and attracts iron powder.,永磁材料：致密磁性材料，会偏转附近电子并吸引铁粉。,GPL-3.0-only,Original electronic-material implementation.,PMAG,永磁材料,Permanent Magnet,electronics,TPT-ZH-OmniPack/original,"Place directly or combine neodymium, iron and boron beside a hot catalyst.","Permanent-field, electron-deflection and magnetic-attraction experiments.",Moving electrons and attracted iron can disturb nearby structures.,Remove loose iron and electron sources before moving the magnet.,Collect attracted iron and reuse the intact magnetic material.,implemented,not_tested
OMNI_PT_SMAG,SMAG,Soft Magnet,软磁材料,TPT-ZH-OmniPack/original,626,626,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,SMAG,src/simulation/elements/SMAG.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Soft Magnet: Conductive magnetic material that becomes temporarily magnetised beside a spark and gradually loses the field.,软磁材料：导电磁性材料，邻近火花会使其暂时磁化，随后逐渐退磁。,GPL-3.0-only,Original electronic-material implementation.,SMAG,软磁材料,Soft Magnet,electronics,TPT-ZH-OmniPack/original,Place directly or combine iron and silicon beside a hot catalyst.,"Temporary magnetic circuits, switching and field-decay experiments.",Repeated sparks add heat and can keep the material magnetised.,Remove current and allow the field and heat to dissipate.,Cool and reuse the soft magnetic material after demagnetisation.,implemented,not_tested
OMNI_PT_PZCR,PZCR,Piezoelectric Ceramic,压电陶瓷,TPT-ZH-OmniPack/original,627,627,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,PZCR,src/simulation/elements/PZCR.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Piezoelectric Ceramic: Strong insulating ceramic that produces a spark and pressure pulse when compressed.,压电陶瓷：坚固的绝缘陶瓷，受到较大压力时会产生火花和压力脉冲。,GPL-3.0-only,Original electronic-material implementation.,PZCR,压电陶瓷,Piezoelectric Ceramic,electronics,TPT-ZH-OmniPack/original,"Place directly or combine lead, zirconium and titanium dioxide beside a hot catalyst.","Pressure sensing, pulse generation and insulating-ceramic experiments.",Sudden pressure produces electrical and mechanical pulses.,"Release pressure, remove conductors and isolate the ceramic.",Recover intact ceramic after pressure and sparks subside.,implemented,not_tested
OMNI_PT_TELC,TELC,Thermoelectric Material,热电材料,TPT-ZH-OmniPack/original,628,628,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,TELC,src/simulation/elements/TELC.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Thermoelectric Material: Conductive bismuth-tellurium material that produces a spark across a steep temperature difference and transfers heat slowly.,热电材料：导电的铋碲材料，温差较大时会产生火花并缓慢传热。,GPL-3.0-only,Original electronic-material implementation.,TELC,热电材料,Thermoelectric Material,electronics,TPT-ZH-OmniPack/original,Place directly or combine bismuth and tellurium beside a warm catalyst.,"Thermoelectric sensing, heat-flow and temperature-gradient experiments.",Large temperature differences produce current and move heat.,Equalise temperatures and disconnect nearby conductors.,Cool both sides and reuse the material after sparks stop.,implemented,not_tested
OMNI_PT_SUPC,SUPC,Superconductor,超导材料,TPT-ZH-OmniPack/original,629,629,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,SUPC,src/simulation/elements/SUPC.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Superconductor: Ceramic conductor that carries current below its critical temperature and stops conducting when warmed.,超导材料：低于临界温度时可传导电流，升温后会失去超导状态。,GPL-3.0-only,Original electronic-material implementation.,SUPC,超导材料,Superconductor,electronics,TPT-ZH-OmniPack/original,"Place directly or combine yttrium, barium, copper oxide and oxygen beside a hot catalyst.","Cryogenic conduction, switching and thermal-threshold experiments.",Cryogenic material warms quickly when exposed to current or hot surroundings.,Disconnect current and let the material warm or cool in a controlled chamber.,Return it below the critical temperature to restore conduction.,implemented,not_tested
OMNI_PT_GRPH,GRPH,Graphene,石墨烯,TPT-ZH-OmniPack/original,630,630,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,GRPH,src/simulation/elements/GRPH.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Graphene: Thin highly conductive carbon sheet with excellent heat spreading and photon transmission; hot oxygen gradually oxidises it.,石墨烯：薄层高导电碳材料，导热性强且允许光子通过，在高温氧气中会逐渐氧化。,GPL-3.0-only,Original electronic-material implementation.,GRPH,石墨烯,Graphene,electronics,TPT-ZH-OmniPack/original,Place directly or compress graphite anode material beside a hot catalyst.,"High-conductivity sheets, heat spreading and photon-transmission experiments.",Hot oxygen consumes the carbon and releases carbon dioxide.,"Remove oxygen and heat, then release pressure gradually.",Cool intact sheets or collect the carbon-dioxide product.,implemented,not_tested
OMNI_PT_CNTB,CNTB,Carbon Nanotube,碳纳米管,TPT-ZH-OmniPack/original,631,631,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,CNTB,src/simulation/elements/CNTB.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Carbon Nanotube: Strong conductive carbon nanomaterial that collapses into graphene under extreme pressure.,碳纳米管：高强度导电碳纳米材料，在极端压力下会塌缩为石墨烯。,GPL-3.0-only,Original electronic-material implementation.,CNTB,碳纳米管,Carbon Nanotube,electronics,TPT-ZH-OmniPack/original,Place directly or combine two graphene particles beside a hot catalyst.,"Strong conductive structures, pressure response and nanocarbon experiments.",Extreme pressure permanently changes the nanotube structure.,Release pressure and keep the material away from hot oxygen.,Recover graphene after collapse or reuse intact nanotubes.,implemented,not_tested
OMNI_PT_AERG,AERG,Aerogel,气凝胶,TPT-ZH-OmniPack/original,632,632,SC_SPECIAL,solid,true,,compatible,implemented,not_tested,false,AERG,src/simulation/elements/AERG.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Aerogel: Extremely light transparent thermal insulator that collapses into quartz under pressure.,气凝胶：极轻、透明且隔热的材料，受压后会塌缩为石英。,GPL-3.0-only,Original electronic-material implementation.,AERG,气凝胶,Aerogel,electronics,TPT-ZH-OmniPack/original,Place directly or combine quartz and water beside a warm catalyst.,"Lightweight insulation, transparency and pressure-collapse experiments.",Pressure destroys the porous structure and changes it into quartz.,Keep pressure low and isolate the material from crushing loads.,Recover quartz after collapse or reuse intact aerogel.,implemented,not_tested
OMNI_PT_CFRP,CFRP,Carbon-Fiber Composite,碳纤维复合材料,TPT-ZH-OmniPack/original,633,633,SC_SOLIDS,solid,true,,compatible,implemented,not_tested,false,CFRP,src/simulation/elements/CFRP.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Carbon-Fiber Composite: Strong conductive composite made from carbon nanotube material and cured epoxy; excessive heat decomposes it.,碳纤维复合材料：由碳纳米材料和固化环氧制成的高强导电复合体，过热时会分解。,GPL-3.0-only,Original electronic-material implementation.,CFRP,碳纤维复合材料,Carbon-Fiber Composite,electronics,TPT-ZH-OmniPack/original,Place directly or combine carbon nanotube material with cured epoxy beside a warm catalyst.,Strong lightweight structures and conductive-composite experiments.,Excessive heat decomposes the binder and releases smoke.,"Remove heat and ignition sources, then ventilate smoke.",Cool intact composite or clear smoke after decomposition.,implemented,not_tested
OMNI_PT_LCOB,LCOB,Lithium Cobalt Oxide,钴酸锂,TPT-ZH-OmniPack/original,634,634,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,LCOB,src/simulation/elements/LCOB.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Lithium Cobalt Oxide: Charged cathode material that transfers charge through solid electrolyte; overheating releases heat and oxygen-rich flame.,钴酸锂：带电正极材料，可通过固态电解质传递电荷；过热时会释热并产生富氧火焰。,GPL-3.0-only,Original electronic-material implementation.,LCOB,钴酸锂,Lithium Cobalt Oxide,electronics,TPT-ZH-OmniPack/original,"Place directly or combine lithium, cobalt and oxygen beside a hot catalyst.","Battery cathodes, charge transfer and thermal-runaway experiments.",Overheating charged material releases heat and oxygen-rich flame.,"Disconnect conductors, remove heat and separate the cathode from fuel.",Cool discharged material and clear fire before reuse.,implemented,not_tested
OMNI_PT_GRAN,GRAN,Graphite Anode,石墨负极,TPT-ZH-OmniPack/original,635,635,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,GRAN,src/simulation/elements/GRAN.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Graphite Anode: Conductive carbon electrode that stores battery charge and also serves as feedstock for graphene.,石墨负极：可储存电荷的导电碳电极，也是制备石墨烯的原料。,GPL-3.0-only,Original electronic-material implementation.,GRAN,石墨负极,Graphite Anode,electronics,TPT-ZH-OmniPack/original,Place directly or graphitise coal beside a very hot catalyst.,"Battery anodes, charge storage and graphene feedstock experiments.",High-temperature production and charged circuits can heat nearby material.,"Remove current and heat, then separate it from the cathode.",Discharge through solid electrolyte or reuse as graphene feedstock.,implemented,not_tested
OMNI_PT_SELE,SELE,Solid Electrolyte,固态电解质,TPT-ZH-OmniPack/original,636,636,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,SELE,src/simulation/elements/SELE.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Solid Electrolyte: Stable insulating ceramic that transfers charge between an adjacent cathode and graphite anode.,固态电解质：稳定的绝缘陶瓷，可在相邻正极和石墨负极之间传递电荷。,GPL-3.0-only,Original electronic-material implementation.,SELE,固态电解质,Solid Electrolyte,electronics,TPT-ZH-OmniPack/original,"Place directly or combine lithium, lanthanum, zirconium and oxygen beside a hot catalyst.","Solid-state batteries, insulation and controlled charge-transfer experiments.",Hot cathodes can still trigger nearby battery thermal runaway.,"Separate cathode and anode, then remove current and heat.",Cool the ceramic and reuse it between discharged electrodes.,implemented,not_tested
OMNI_PT_ITOX,ITOX,Indium Tin Oxide,氧化铟锡,TPT-ZH-OmniPack/original,637,637,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,ITOX,src/simulation/elements/ITOX.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Indium Tin Oxide: Transparent conductive oxide for electrically active windows and optical experiments.,氧化铟锡：透明导电氧化物，可用于通电窗体和光学实验。,GPL-3.0-only,Original electronic-material implementation.,ITOX,氧化铟锡,Indium Tin Oxide,electronics,TPT-ZH-OmniPack/original,"Place directly or combine indium, tin and oxygen beside a hot catalyst.","Transparent electrodes, powered windows and optical-conductor experiments.",Hot synthesis and electrical current can heat nearby transparent structures.,"Remove current and heat, then isolate molten feedstock.",Cool and reuse intact transparent conductor.,implemented,not_tested
OMNI_PT_PCMT,PCMT,Phase-Change Material,相变存储材料,TPT-ZH-OmniPack/original,638,638,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,PCMT,src/simulation/elements/PCMT.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Phase-Change Material: Chalcogenide memory material that stops conducting in its hot amorphous state and recovers after annealing.,相变存储材料：硫属化物存储材料，受热转为非晶态后停止导电，退火后可恢复。,GPL-3.0-only,Original electronic-material implementation.,PCMT,相变存储材料,Phase-Change Material,electronics,TPT-ZH-OmniPack/original,"Place directly or combine germanium, antimony and tellurium beside a hot catalyst.","Thermal memory, reversible conduction and phase-change experiments.",Rapid heating changes the stored state and may affect nearby circuits.,"Remove current, control temperature and isolate adjacent conductors.",Anneal the material to restore conduction or cool it in the chosen state.,implemented,not_tested
OMNI_PT_ECHR,ECHR,Electrochromic Material,电致变色材料,TPT-ZH-OmniPack/original,639,639,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,ECHR,src/simulation/elements/ECHR.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Electrochromic Material: Transparent oxide that switches between clear and dark states when pulsed with electricity.,电致变色材料：透明氧化物，接收电脉冲时会在透明和深色状态之间切换。,GPL-3.0-only,Original electronic-material implementation.,ECHR,电致变色材料,Electrochromic Material,electronics,TPT-ZH-OmniPack/original,"Place directly or combine tungsten, oxygen and quartz beside a hot catalyst.","Switchable windows, optical indicators and pulse-state experiments.",Repeated pulses add heat to nearby powered structures.,Disconnect current and allow the material to cool.,Pulse once more for the alternate state or reuse it as-is.,implemented,not_tested
OMNI_PT_PHRS,PHRS,Photoresist,光刻胶,TPT-ZH-OmniPack/original,640,640,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,PHRS,src/simulation/elements/PHRS.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Photoresist: Photosensitive coating whose exposed regions can be removed with acetone.,光刻胶：光敏涂层，吸收足够光子后，曝光区域可被丙酮移除。,GPL-3.0-only,Original electronic-material implementation.,PHRS,光刻胶,Photoresist,electronics,TPT-ZH-OmniPack/original,Place directly or combine uncured epoxy resin and polystyrene beside a warm catalyst.,"Optical patterning, exposure and solvent-development experiments.",Acetone removes exposed coating and excessive heat produces smoke.,"Remove light, solvent and heat after the desired pattern forms.",Wash away exposed regions or preserve unexposed coating.,implemented,not_tested
OMNI_PT_DIEL,DIEL,Dielectric Ceramic,介电陶瓷,TPT-ZH-OmniPack/original,641,641,SC_ELEC,solid,true,,compatible,implemented,not_tested,false,DIEL,src/simulation/elements/DIEL.cpp,82417d234b80cebd6b857069aad4ad459ff0773c,Dielectric Ceramic: Insulating ceramic that stores up to eight charge units and then discharges into an adjacent conductor.,介电陶瓷：绝缘陶瓷，最多可储存八个电荷单位，随后向邻近导体放电。,GPL-3.0-only,Original electronic-material implementation.,DIEL,介电陶瓷,Dielectric Ceramic,electronics,TPT-ZH-OmniPack/original,Place directly or combine barium and titanium dioxide beside a hot catalyst.,"Charge storage, delayed discharge and high-dielectric insulation experiments.",Stored charge can discharge unexpectedly into an adjacent conductor.,Disconnect conductors and wait for stored charge to dissipate.,"Discharge safely through a conductor, then cool and reuse the ceramic.",implemented,not_tested
RESERVED_PT_642,----,Reserved Slot 642,保留槽位 642,TPT-ZH-OmniPack/reserved,642,642,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 642 is reserved and has no selectable element.,稳定 ID 642 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 642,Reserved Slot 642,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_643,----,Reserved Slot 643,保留槽位 643,TPT-ZH-OmniPack/reserved,643,643,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 643 is reserved and has no selectable element.,稳定 ID 643 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 643,Reserved Slot 643,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_644,----,Reserved Slot 644,保留槽位 644,TPT-ZH-OmniPack/reserved,644,644,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 644 is reserved and has no selectable element.,稳定 ID 644 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 644,Reserved Slot 644,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_645,----,Reserved Slot 645,保留槽位 645,TPT-ZH-OmniPack/reserved,645,645,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 645 is reserved and has no selectable element.,稳定 ID 645 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 645,Reserved Slot 645,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_646,----,Reserved Slot 646,保留槽位 646,TPT-ZH-OmniPack/reserved,646,646,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 646 is reserved and has no selectable element.,稳定 ID 646 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 646,Reserved Slot 646,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_647,----,Reserved Slot 647,保留槽位 647,TPT-ZH-OmniPack/reserved,647,647,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 647 is reserved and has no selectable element.,稳定 ID 647 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 647,Reserved Slot 647,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_648,----,Reserved Slot 648,保留槽位 648,TPT-ZH-OmniPack/reserved,648,648,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 648 is reserved and has no selectable element.,稳定 ID 648 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 648,Reserved Slot 648,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_649,----,Reserved Slot 649,保留槽位 649,TPT-ZH-OmniPack/reserved,649,649,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 649 is reserved and has no selectable element.,稳定 ID 649 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 649,Reserved Slot 649,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_650,----,Reserved Slot 650,保留槽位 650,TPT-ZH-OmniPack/reserved,650,650,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 650 is reserved and has no selectable element.,稳定 ID 650 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 650,Reserved Slot 650,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_651,----,Reserved Slot 651,保留槽位 651,TPT-ZH-OmniPack/reserved,651,651,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 651 is reserved and has no selectable element.,稳定 ID 651 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 651,Reserved Slot 651,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_652,----,Reserved Slot 652,保留槽位 652,TPT-ZH-OmniPack/reserved,652,652,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 652 is reserved and has no selectable element.,稳定 ID 652 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 652,Reserved Slot 652,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_653,----,Reserved Slot 653,保留槽位 653,TPT-ZH-OmniPack/reserved,653,653,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 653 is reserved and has no selectable element.,稳定 ID 653 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 653,Reserved Slot 653,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_654,----,Reserved Slot 654,保留槽位 654,TPT-ZH-OmniPack/reserved,654,654,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 654 is reserved and has no selectable element.,稳定 ID 654 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 654,Reserved Slot 654,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_655,----,Reserved Slot 655,保留槽位 655,TPT-ZH-OmniPack/reserved,655,655,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 655 is reserved and has no selectable element.,稳定 ID 655 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 655,Reserved Slot 655,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_656,----,Reserved Slot 656,保留槽位 656,TPT-ZH-OmniPack/reserved,656,656,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 656 is reserved and has no selectable element.,稳定 ID 656 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 656,Reserved Slot 656,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_657,----,Reserved Slot 657,保留槽位 657,TPT-ZH-OmniPack/reserved,657,657,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 657 is reserved and has no selectable element.,稳定 ID 657 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 657,Reserved Slot 657,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_658,----,Reserved Slot 658,保留槽位 658,TPT-ZH-OmniPack/reserved,658,658,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 658 is reserved and has no selectable element.,稳定 ID 658 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Stable electronics compatibility gap.,----,保留槽位 658,Reserved Slot 658,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
